,username,komentar_netizen,tanggal_dibuat,clean_text
75,wahyukencono,Ini JAWA gaes.. Pindah ibukota ke IKN akan lumayan meratakan populasi di Indonesia. @aniesbaswedan @cakimiNOW,Sat Jan 13 12:11:59 +0000 2024,jawa gaes pindah ibukota kah ikn lumayan populasi indonesia
76,Tjel0up,3. IKN Semua calon akn pst lanjutkan itu istana negara &amp; kantor² ASN batalkan kecil kemungkinan bhkan semua calon paling mentok jd istana negara slm 5th kedepan kl jd ibukota butuh waktu lbh dari 20th semua calon tdk ada yg berani batalkan. Karena ini sudah permainan elite²,Sun Jan 14 14:34:18 +0000 2024,ikn calon istana negara amp kantor asn batal calon mentok istana negara salam 5th ibukota butuh 20th calon berani batal main elite
77,KenMulia,@worksfess Kalau gak mau pindah2 langsung pilih pemkot/pemkab mutasinya mentok pindah kecamatan. Kalau mau instansi pusat pilih instansi pusat yg kantornya cuma di jakarta/ikn kayak perpusnas anri lan setjen dpr dll. Mutasinya ya paling ke ikn karna pindah ibukota gk ke daerah,Fri Jan 12 05:06:00 +0000 2024,pindah2 langsung pilih pemkotpemkab mutasi mentok pindah camat instansi pusat pilih instansi pusat kantor jakartaikn kayak perpusnas anri lan setjen dewan wakil rakyat mutasi iya kah ikn pindah ibukota kah daerah
78,ibnoe717,@mbahjhojho Jawab sesuai kebutuhan elektoral kalau di Kalimantan ya dijawab dilanjutkan IKN kalau di jakarta di jawab ibukota tetap jakarta. Oh iya jawabannya di campur dengan diksi2 yg mengambang.,Fri Jan 12 19:04:21 +0000 2024,sesuai butuh elektoral kalimantan iya ikn jakarta ibukota jakarta oh iya campur diksi2 ambang
79,indotreni,@aniesbaswedan jika ikn dilanjutkan berarti ibukota bukan jakarta???,Fri Jan 12 13:02:08 +0000 2024,ikn arti ibukota jakarta
80,petjahanhati,tp blacklist bgt bjir krn gamau lanjutin ikn. meski katanya semisal ikn gak dilanjut bakal diambil alih pemprov tp pasti nanti dampak ikn beda. gak sebesar dampak ikn jd ibukota yg real ibukota,Thu Jan 11 15:54:42 +0000 2024,blacklist banget bjir lanjutin ikn ikn ambil alih perintah provinsi dampak ikn beda dampak ikn ibukota real ibukota
81,bacolumbia,@daratista_inul Ngeri ya pajak naik efek IKN kah? Mesir bangun ibukota baru anggaran 40milyar USD bengkak jadi 58milyar USD dan belum kelar. Yg dilakukan? Pajak dinaikan dan jadi beban buat seluruh rakyat mesir. https://t.co/3NCa0WmN6e,Sun Jan 14 07:00:25 +0000 2024,seram iya pajak efek ikn kah mesir bangun ibukota anggar 40milyar usd bengkak 58milyar usd kelar laku pajak beban rakyat mesir
82,mau_kaya_,Yg se provinsi aja bisa beda gitu apalagi sama Pulau Jawa terutama Jakarta? Makin jauhlah gap pendidikannya. Padahal aku sekolah di ibukota provinsi. Makanya menurutku IKN buang² duit lebih baik bangun pendidikan rata dari Sabang ke Merauke semua anak Indo setara.,Sun Jan 14 11:51:59 +0000 2024,provinsi beda pulau jawa utama jakarta gap didik sekolah ibukota provinsi ikn buang uang bangun didik sabang kah merauke anak indonesia tara
83,linuxpisang,@Outstandjing Ibukota Jabar pindahlah ke dekat IKN,Thu Jan 11 13:51:45 +0000 2024,ibukota jawa barat pindah kah ikn
84,yeahboi9110,dulu zaman SBY sempat ada wacana ibukota pindah ke Jonggol lah. Pak Jokowi kembali menjadi presiden 2019-2024 mengangkat Pak Prabowo jadi Menhan. UU IKN disahkan di akhir kepemimpinan Pak Jokowi dengan menggunakan lahan Pak Prabowo.,Thu Jan 11 07:59:00 +0000 2024,zaman sby wacana ibukota pindah kah jonggol jokowi presiden angkat prabowo menhan undang ikn sah pimpin jokowi lahan prabowo
85,imurakame,@jzoyuI @Ruigoletto Keburu ibukota pindah ke ikn,Sun Jan 14 16:42:29 +0000 2024,lanjur ibukota pindah kah ikn
86,petrichorclaw,org kalimantan yg dukung IKN tuh cm fomo pengen jd daerah deket ibukota aja hal2 lain soal dampaknya bagus atau enggak tuh gak dipikirin WKWKWKW,Thu Jan 11 11:21:00 +0000 2024,orang kalimantan dukung ikn fomo daerah ibukota hal2 dampak bagus dipikirin wkwkwkw
87,awangprasetya,Hal yang bikin berfikir ulang kalau coblos 01. Padahal IKN sudah langkah jitu Jakarta secara geografis sudah tidak bisa lagi menjadi ibukota apalagi dengan ancaman tenggelam yang nyata bahkan sampai disinggung oleh Joe Biden di press con. Sayang sekali.,Thu Jan 11 23:10:59 +0000 2024,bikin berfikir ulang coblos ikn langkah jitu jakarta geografis ibukota ancam tenggelam nyata singgung joe biden press con sayang
88,pealucknut,@txtdarimadiun jarene kae rumore Monas arep di pindah ng ibukota baru IKN lha kok muncule ng Madiun,Sat Jan 13 07:49:26 +0000 2024,jarene kae rumore monas arep pindah ng ibukota ikn muncule ng madiun
89,Wishyouhappier1,@Imanhariakhir @aimtal @sam_idim @BangPino__ Maksud kamu ibukota mewah IKN ,Sat Jan 13 06:11:39 +0000 2024,maksud ibukota mewah ikn
90,SajaSusanto,@RidhaIntifadha Yg kasian artis2 macam lunamaya..tarifnya bukan lg sbg artis ibukota...tapi artis daerah...kcuali mau pindah ke ibukota IKN,Wed Jan 10 06:11:14 +0000 2024,kasi artis2 lunamayatarifnya artis ibukotatapi artis daerahkcuali pindah kah ibukota ikn
91,brakishpeps,@jokowi Iya pak rakyat kayanya banyak yg blm tau Letter of Interest itu apa jd kita simpulkan saja IKN bakal menjadi simbol pemerataan. Siapa sih yg gamau kotanya jadi selevel ibukota Jakarta banyak gedung2 tinggi buat selfie2 sm night ride dihiasi lampu2 gedung2,Sun Jan 14 07:30:56 +0000 2024,iya rakyat kayak letter of interest simpul ikn simbol perata sih kota level ibukota jakarta gedung2 selfie2 night ride hias lampu2 gedung2
92,talibusur,@rawrurusan Oke jadi sekarang tentukan pilihanmu. Mau pindahkan ibukota ke IKN atau stay di Jakarta kalau begini?,Sun Jan 14 04:01:13 +0000 2024,oke pilih pindah ibukota kah ikn stay jakarta
93,alfimario_,@mosidik Sabar Kang Mo Itu duitnya dikumpulin dari Jakarta untuk Indonesia (IKN). Nanti kalau dah jadi di sana seniman bisa sewa lagi di ibukota baru.,Sun Jan 14 16:21:19 +0000 2024,sabar kang duit dikumpulin jakarta indonesia ikn seniman sewa ibukota
94,talibusur,@rawrurusan Aku setuju ibukota dipindahkan ke IKN dengan pertimbangan UU itu dikembalikan terlebih dahulu. Lagipula alasan UU dihapuskan guna menarik investor luar ini agak lucu karena seakan-akan investor lokal enggak mungkin kasih dampak yang sama (for good or for bad).,Sun Jan 14 06:30:14 +0000 2024,tuju ibukota pindah kah ikn timbang undang lagipula alas undang hapus tarik investor lucu seakanakan investor lokal kasih dampak for bagus or for bad
95,raflesiaservice,@kurawa Maka keinginan asing yg selalu ingin menguasai kekayaan alam Indonesia bisa terwujud.&amp; Kt kembali hanya bisa beroutih mata sebagai penonton. Kedua pembangunan IKN akan terhenti &amp; pemindahan ibukota hanya akan JD wacana dr presiden ke presiden. Ngga akan pernah terujud,Sun Jan 14 18:39:35 +0000 2024,asing kuasa kaya alam indonesia terwujudamp beroutih mata tonton bangun ikn henti amp pindah ibukota wacana presiden kah presiden ujud
96,Godam062,@yuki__bitcoin @jokowi Tinggal pilih antara bangun 1 ibukota baru atau kembangkan 40 kota di seluruh Indonesia ? IKN dinikmati 2-3 juta penduduk sedang kembangkan 40 kota dinikmati oleh 20 juta lebih penduduk. Mana yg mau anda pilih ?,Sun Jan 14 10:54:25 +0000 2024,tinggal pilih bangun ibukota kembang kota indonesia ikn nikmat juta duduk kembang kota nikmat juta duduk pilih
97,WaIIacea,@aqradigdaya @imanlagi Sebelum IKN semakin settle mereka habisin dulu di pesisir timur om Karena masuk dalam ring IKN. Akhir nya sekarang geser ke ujung Utara karena sekeliling ibukota provinsi sudah habis sisa banjir nya saja. Salam dari anak pesisir KT om ,Sat Jan 13 02:03:13 +0000 2024,ikn settle habisin pesisir timur om masuk ring ikn nya geser kah ujung utara keliling ibukota provinsi habis sisa banjir nya salam anak pesisir om
98,Danafar_,@aquaeror Klo bidang urban nyinyir soalnya yg dimajukan seolah cuma 1 kota dan meninggalkan ibukota sebelumnya undecided tanpa penyelesaian dan yg bakal maju seolah ikn doang ,Sun Jan 14 01:24:40 +0000 2024,bidang urban nyinyir maju olah kota tinggal ibukota undecided selesai maju olah ikn
99,miminions_,@yozariam Aneh juga kan ibukota mo di pindahin ngapain juga ya bikin mall tinggi2 ga bangun di IKN aja apa -___-,Fri Jan 12 20:35:11 +0000 2024,aneh ibukota pindahin iya bikin mall tinggi2 bangun ikn
100,Danafar_,@aquaeror Banyak sih.... Tergantung bidang dosen ku. Ada yg bidangnya ke arah cuan itu merasa klo ikn bahasan nya kurang nyambung dlm arti mau bangun ibukota baru ini niatnya buat menarik investor asing atau cuma sekedar memindahkan kota administrasi? Lalu apakah itu realistis dsb.,Sun Jan 14 01:23:27 +0000 2024,sih gantung bidang dosen ku bidang kah arah cuan ikn bahas nya nyambung arti bangun ibukota niat tarik investor asing dar pindah kota administrasi realistis
101,berlianidris,@denismalhotra Bang Denis kita harus pastikan Anies tdk menjadikan IKN sbg bancakan. Kelanjutan yg saya pahami IKN tdk dimangkrakkan spt Hambalang karena sdh banyak biaya yg dikeluarkan. Pembangunannya dilanjutkan tapi tidak sebesar utk menggantikan ibukota. Cmiiw @sociotalker,Sat Jan 13 11:01:23 +0000 2024,bang den anies ikn bancak paham ikn dimangkrakkan hambalang biaya bangun ganti ibukota correct me if i m wrong
102,YustiawanIhsan2,@PerkasaHabsyah Kebelet ciss sama pindah ibukota mungkin...... ngoahahahahahahha tapi tenang bang pejabat2 udah kandung betah di JKT48 ketimbang mesti pindah ke ikn biar di isi sama bawahannya aja.,Wed Jan 10 09:20:16 +0000 2024,kebelet ciss pindah ibukota ngoahahahahahahha tenang bang pejabat2 kandung betah jkt48 ketimbang mesti pindah kah ikn biar isi
103,ubinsteve,@cobacobabudi @abulmuzaffar10 @tomlembong 1. Karena indonesia membutuhkan sdm yg mumpuni pake tka dan cara mengatasinya dengan mendirikan jurusan teknik 2. Terkait kenapa di lokal terjadi ketimpangan Ya karena indoenesia masih jawasentris Cara mengatasi dengan ikn dg ibukota bukan di jawa maka dpt mengurangi ketimpangan,Sat Jan 13 21:29:55 +0000 2024,indonesia butuh sdm mumpuni pakai tka jurus teknik kait lokal timpang iya indoenesia jawasentris ikn ibukota jawa timpang
104,polyanthumm,@IrwanTamami @tirta_cipeng Kalo pembangunan 40 kota Jakarta di beberapa ibukota provinsi sih masih masuk akal ya kan ngga membangun dari nol banget. Beda sama IKN yang dari nol,Sun Jan 14 20:43:20 +0000 2024,bangun kota jakarta ibukota provinsi sih masuk akal iya bangun nol banget beda ikn nol
105,the_rodeoclown_,Surprised not surprised liat desain mesjid IKN. Sejak baca TOR Sayembara IKN smpai akhirnya ada MoU sister city bnyk kali desain Nusantara dikatakan akan merujuk Astana ibukota Kazakhstan yg didirikan sejak 1997 dgn skyline layaknya film sci-fi dan dianggap strangest capital https://t.co/oLtBawHJoS,Fri Jan 19 03:04:41 +0000 2024,surprised not surprised lihat desain masjid ikn baca tor sayembara ikn smpai mou sister city kali desain nusantara rujuk astana ibukota kazakhstan skyline layak film scifi anggap strangest capital
106,Ranger_pink21,Pemindaha ibukota ke IKN merupakan sebuah prestasi yang luar biasa https://t.co/Bng2QFwlPx,Thu Jan 18 15:47:58 +0000 2024,pemindaha ibukota kah ikn rupa buah prestasi
107,imanfirmansyaho,PKS Menang Ibukota Tetap Jakarta #pks #pkspelayanrakyat #ikn #ibukotajakarta #ibukota #ibukotanegara #pksmenang #aniesbaswedan #aniesbaswedanforpresident https://t.co/Nnvdqi6Xmn,Mon Jan 15 09:29:18 +0000 2024,partai adil sejahtera menang ibukota jakarta
108,caratstalk,[17s] ntar pas ibukota dah pindah Hoshi teriaknya bakal ganti jadi IKN are you ready??? gak ya https://t.co/USjkTiMyoq,Wed Jan 17 11:19:40 +0000 2024,17s sebentar pas ibukota pindah hoshi teriak ganti ikn are you ready iya
109,BumnDprRapi,#AbiprayaBangun14EmbungdilIKN Selamat Siang Sobat Abipraya! Brantas Abipraya bangun 14 embung IKN sebagai salah satu upaua untuk menanggulangi luapan air hujan di kawasan Ibukota Nusantara. #AbiprayaBangun14EmbungdiIKN https://t.co/NKKrT0ORDD,Thu Jan 18 15:50:25 +0000 2024,selamat siang sobat abipraya brantas abipraya bangun embung ikn salah upaua tanggulang luap air hujan kawasan ibukota nusantara
110,el_sulfat,Warga Kalimantan all in Prabowo Gibran. Krn mereka takut kalo Anies yg menang maka IKN gak berlanjut kehilangan kebanggaan Ibukota gak jadi pindah kehilangan mata pencaharian pula https://t.co/YD5d9OJgjd,Mon Jan 15 05:51:19 +0000 2024,warga kalimantan all in prabowo gibran takut anies menang ikn hilang bangga ibukota pindah hilang mata cahari
111,DJPb_Kemenkeu,yang baik kepada satuan kerja dan stakeholdernya terutama dalam mendukung kelancaran pembangunan Ibukota Negara (IKN). Selengkapnya: https://t.co/X3WyD1nTmE #DJPbHAnDAL https://t.co/zEwphlnhFl,Wed Jan 17 12:17:16 +0000 2024,kerja stakeholdernya utama dukung lancar bangun ibukota negara ikn lengkap
112,kkimmiu,just read di kontennya @ satelitearth ada komentar yg wahh iya juga ya soal pemindahan ibukota ke ikn https://t.co/oTZ41ZQsGv,Thu Jan 18 05:14:09 +0000 2024,just read konten satelitearth komentar wahh iya iya pindah ibukota kah ikn
113,rifqi_salafi,Kata seorang rekan guru yang tinggal di Bekasi pemindahan ibukota ke IKN berdampak pada pindahnya banyak pabrik di Bekasi (dan bisa jadi juga Karawang Cikarang dan sekitarnya) ke daerah JATENG dan JATIM.,Thu Jan 18 18:09:50 +0000 2024,orang rekan guru tinggal bekas pindah ibukota kah ikn dampak pindah pabrik bekas karawang cikarang kah daerah jateng jawa timur
114,monitordaycom,Ibukota Negara (IKN) yang sedang dibangun di Kalimantan Timur tidak hanya menjadi pusat pemerintahan baru tetapi juga menjadi simbol sejarah dan budaya bangsa Indonesia. https://t.co/tzEONXydpu https://t.co/jOC8hfl32H,Thu Jan 18 04:29:18 +0000 2024,ibukota negara ikn bangun kalimantan timur pusat perintah simbol sejarah budaya bangsa indonesia
115,boyaashi,Menurut dia indo skrg lagi transisi dr Indonesia kembali menjadi Nusantara. Nantinya IKN bukan cuma ibukota Indonesia. Tp brunei &amp; malay bagian borneo bakal gabung jg. Terus ekspansi ke filipina selatan. Dan gagasan maphilindo akhirnya menjadi nyata (+brunei) https://t.co/IgW0gUbS5j,Thu Jan 18 10:19:23 +0000 2024,indonesia transisi indonesia nusantara ikn ibukota indonesia brunei amp malay borneo gabung ekspansi kah filipina selatan gagas maphilindo nyata brunei
116,crmelmmachiato,anies gak setuju dengan IKN? gimana ya bukannya IKN udah jadi solusi yang tepat? Mengingat Jakarta udah gak banget buat jadi ibukota negara,Thu Jan 18 16:45:23 +0000 2024,anies tuju ikn iya ikn solusi jakarta banget ibukota negara
117,CharlieVictor_5,Ini yang menurut gw IKN jadi kesalahan sejak awal prioritas pembangunannya aja dah ngawang bukannya membangun pusat perekonomian dan fasilitas publik malah fokus di proyek mercusuar mindahin ibukota itu boleh tapi klo dari awal cuman fokus bangun monumen ya salah,Wed Jan 17 10:31:46 +0000 2024,ikn salah prioritas bangun ngawang bangun pusat ekonomi fasilitas publik fokus proyek mercusuar mindahin ibukota fokus bangun monumen iya salah
118,_soleil_blanc_,Pejabat Dan calon pejabat yg pingin ibukota tetep di Jakarta kayaknya karena mereka udah keenakan idup di Jakarta. Jadi kaga mao kalo pindah kerja di IKN,Fri Jan 19 05:58:53 +0000 2024,jabat calon jabat pingin ibukota tetep jakarta kayak enak hidup jakarta pindah kerja ikn
119,jalapanturacom,Jokowi Tilik Pembangunan Pusat Latihan PSSI di IKN Sudah 20 Persen - https://t.co/VV6ZC6n0yB #Jokowi #IKN #Ibukota #PSSI #Stadium #sneeuw #Pakistan #deprem #ericktohir,Fri Jan 19 02:51:38 +0000 2024,jokowi tilik bangun pusat latih pssi ikn persen
120,Siskafonda,Apakah ibu kota kita DKI Jakarta dipersiapkan pembangunannya sebelum jadi ibu kota apakah dimulai dari 0? #ikn #ibukota #dkijakarta #Indonesia,Wed Jan 17 03:08:50 +0000 2024,kota daerah khusus ibukota jakarta bangun kota
121,GarudaBajaRing1,Yg omon omon anda sih @jokowi g jdi pecaya dah.. Maksa banget jdiin IKN ga bakal jadi itu ibukota cm sekedar istana presiden. ,Thu Jan 18 17:38:03 +0000 2024,omon omon sih pecaya maksa banget jdiin ikn ibukota dar istana presiden
122,Jerry1704,@CNNIndonesia Ikn ibukota bisnis tetap di kota besar,Wed Jan 17 04:04:03 +0000 2024,ikn ibukota bisnis kota
123,JasaPrimaServi2,@miawmauwyuji @BosPurwa Soal Mega proyek reklamasi jakarta dan inilah cikal bakal kenapa ibukota dipindah ke IKN ( Anies vs Luhut Binsar Panjaitan dengan temennya kaum oligarki ),Wed Jan 17 22:04:47 +0000 2024,mega proyek reklamasi jakarta cikal ibukota pindah kah ikn anies vs luhut binsar panjaitan temennya kaum oligarki
124,jari_droid,Airlangga: Brunei Filipina Malaysia Sangat Berharap Ibukota di Kalimantan. Di indonesia semua setuju IKN... Cuman paslon 01 yg mau mbataljan ingin indonesia bubrah https://t.co/g4KgXCfs2v,Fri Jan 19 00:39:58 +0000 2024,airlangga brunei filipina malaysia harap ibukota kalimantan indonesia tuju ikn paslon mbataljan indonesia bubrah
125,alicewonderella,@caratstalk Dih!! Plis temen2 Carat jgn sampe ibukota pindah ke IKN. Gak semua rakyat setuju ibukota dipindahin,Wed Jan 17 11:46:51 +0000 2024,dih plis teman carat ibukota pindah kah ikn rakyat tuju ibukota dipindahin
126,BledekPang,@DedynurPalakka Kapan bung Karno mimpi tentang ikn? Dimasabeliau saja ibukota sudah pindah 3x,Mon Jan 15 07:20:09 +0000 2024,karno mimpi ikn dimasabeliau ibukota pindah 3x
127,didi_difi,@_riverheaven @bawaslu_RI Apakah Ibukota sudah pindah ke Jateng ya bukan IKN,Thu Jan 18 06:23:08 +0000 2024,ibukota pindah kah jateng iya ikn
128,ansorimohamad87,@DedynurPalakka 3. IKN buka. Mimpi besar presiden sebelum2nya jika wacana pemindahan Ibukota memang benar namun Konsep IKN bukan dari presiden sblum2nya jadi mohon jangan bias,Mon Jan 15 10:54:13 +0000 2024,ikn buka mimpi presiden sebelum2nya wacana pindah ibukota konsep ikn presiden sblum2nya mohon bias
129,HDepresi,@Pai_C1 @PartaiSocmed Kaya gini gaya²an bangun IKN mau pindah ibukota aja ribet,Mon Jan 15 13:03:36 +0000 2024,kaya gaya an bangun ikn pindah ibukota ribet
130,Pejuankrupiah98,@EkaPrasiska12 @Riweh_Banget Emang kayak gitu jakarta masih ibukota soalnya IKN di tunda dulu,Thu Jan 18 02:06:13 +0000 2024,kayak jakarta ibukota ikn tunda
131,RidwanFahm62247,@DedynurPalakka Sukarno tidak. Pernah berencana buat ikn tapi sukarno berencana memindahkan ibukota ke kota yg sudah terbangun,Mon Jan 15 05:24:09 +0000 2024,sukarno rencana ikn sukarno rencana pindah ibukota kah kota bangun
132,azibkhoironi,@jokowi Belum membayangkan ibu kota IKN.... Biasanya ibukota adalah pusat sejarah dari sebuah perjuangan... Meskipun bapak telah melalui kajian yang panjang... Menurutku membuat tempat menjadi suatu kota tidak seperti membuat tempat untuk berwisata...,Thu Jan 18 10:46:07 +0000 2024,bayang kota ikn ibukota pusat sejarah buah juang kaji kota wisata
133,Fikfinicky990,@Adinaaaauhuy @arralattestea Yg paling ketara IKN ya lagian aneh ngapain ngoyo bikin ibukota baru ketimbang memperbaiki kota yg ada lalu dijadikan ibu kota,Tue Jan 16 05:16:25 +0000 2024,tara ikn iya aneh ngoyo bikin ibukota ketimbang kota kota
